agency_cd,site_no,datetime,cfs,cfs_cd,day_of_year,water_day,year,month
USGS,9503700,8/5/1995,25,A,217,309,1995,8
USGS,9503700,8/6/1995,25,A,218,310,1995,8
USGS,9503700,8/7/1995,25,A,219,311,1995,8
USGS,9503700,8/8/1995,25,A,220,312,1995,8
USGS,9503700,8/9/1995,25,A,221,313,1995,8
USGS,9503700,8/10/1995,25,A,222,314,1995,8
USGS,9503700,8/11/1995,25,A,223,315,1995,8
USGS,9503700,8/12/1995,28,A,224,316,1995,8
USGS,9503700,8/13/1995,25,A,225,317,1995,8
USGS,9503700,8/14/1995,25,A,226,318,1995,8
USGS,9503700,8/15/1995,26,A,227,319,1995,8
USGS,9503700,8/16/1995,26,A,228,320,1995,8
USGS,9503700,8/17/1995,25,A,229,321,1995,8
USGS,9503700,8/18/1995,25,A,230,322,1995,8
USGS,9503700,8/19/1995,25,A,231,323,1995,8
USGS,9503700,8/20/1995,25,A,232,324,1995,8
USGS,9503700,8/21/1995,27,A,233,325,1995,8
USGS,9503700,8/22/1995,26,A,234,326,1995,8
USGS,9503700,8/23/1995,26,A,235,327,1995,8
USGS,9503700,8/24/1995,26,A,236,328,1995,8
USGS,9503700,8/25/1995,26,A,237,329,1995,8
USGS,9503700,8/26/1995,26,A,238,330,1995,8
USGS,9503700,8/27/1995,25,A,239,331,1995,8
USGS,9503700,8/28/1995,25,A,240,332,1995,8
USGS,9503700,8/29/1995,25,A,241,333,1995,8
USGS,9503700,8/30/1995,25,A,242,334,1995,8
USGS,9503700,8/31/1995,25,A,243,335,1995,8
USGS,9503700,9/1/1995,25,A,244,336,1995,9
USGS,9503700,9/2/1995,25,A,245,337,1995,9
USGS,9503700,9/3/1995,25,A,246,338,1995,9
USGS,9503700,9/4/1995,25,A,247,339,1995,9
USGS,9503700,9/5/1995,25,A,248,340,1995,9
USGS,9503700,9/6/1995,26,A,249,341,1995,9
USGS,9503700,9/7/1995,25,A,250,342,1995,9
USGS,9503700,9/8/1995,26,A,251,343,1995,9
USGS,9503700,9/9/1995,26,A,252,344,1995,9
USGS,9503700,9/10/1995,26,A,253,345,1995,9
USGS,9503700,9/11/1995,26,A,254,346,1995,9
USGS,9503700,9/12/1995,26,A,255,347,1995,9
USGS,9503700,9/13/1995,25,A,256,348,1995,9
USGS,9503700,9/14/1995,25,A,257,349,1995,9
USGS,9503700,9/15/1995,26,A,258,350,1995,9
USGS,9503700,9/16/1995,26,A,259,351,1995,9
USGS,9503700,9/17/1995,26,A,260,352,1995,9
USGS,9503700,9/18/1995,26,A,261,353,1995,9
USGS,9503700,9/19/1995,25,A,262,354,1995,9
USGS,9503700,9/20/1995,25,A,263,355,1995,9
USGS,9503700,9/21/1995,26,A,264,356,1995,9
USGS,9503700,9/22/1995,26,A,265,357,1995,9
USGS,9503700,9/23/1995,26,A,266,358,1995,9
USGS,9503700,9/24/1995,26,A,267,359,1995,9
USGS,9503700,9/25/1995,26,A,268,360,1995,9
USGS,9503700,9/26/1995,26,A,269,361,1995,9
USGS,9503700,9/27/1995,26,A,270,362,1995,9
USGS,9503700,9/28/1995,29,A,271,363,1995,9
USGS,9503700,9/29/1995,27,A,272,364,1995,9
USGS,9503700,9/30/1995,27,A,273,365,1995,9
USGS,9503700,10/1/1995,27,A,274,1,1995,10
USGS,9503700,10/2/1995,27,A,275,2,1995,10
USGS,9503700,10/3/1995,27,A,276,3,1995,10
USGS,9503700,10/4/1995,26,A,277,4,1995,10
USGS,9503700,10/5/1995,27,A,278,5,1995,10
USGS,9503700,10/6/1995,27,A,279,6,1995,10
USGS,9503700,10/7/1995,27,A,280,7,1995,10
USGS,9503700,10/8/1995,27,A,281,8,1995,10
USGS,9503700,10/9/1995,27,A,282,9,1995,10
USGS,9503700,10/10/1995,27,A,283,10,1995,10
USGS,9503700,10/11/1995,27,A,284,11,1995,10
USGS,9503700,10/12/1995,27,A,285,12,1995,10
USGS,9503700,10/13/1995,27,A,286,13,1995,10
USGS,9503700,10/14/1995,27,A,287,14,1995,10
USGS,9503700,10/15/1995,27,A,288,15,1995,10
USGS,9503700,10/16/1995,27,A,289,16,1995,10
USGS,9503700,10/17/1995,27,A,290,17,1995,10
USGS,9503700,10/18/1995,27,A,291,18,1995,10
USGS,9503700,10/19/1995,27,A,292,19,1995,10
USGS,9503700,10/20/1995,27,A,293,20,1995,10
USGS,9503700,10/21/1995,27,A,294,21,1995,10
USGS,9503700,10/22/1995,27,A,295,22,1995,10
USGS,9503700,10/23/1995,27,A,296,23,1995,10
USGS,9503700,10/24/1995,27,A,297,24,1995,10
USGS,9503700,10/25/1995,27,A,298,25,1995,10
USGS,9503700,10/26/1995,27,A,299,26,1995,10
USGS,9503700,10/27/1995,27,A,300,27,1995,10
USGS,9503700,10/28/1995,27,A,301,28,1995,10
USGS,9503700,10/29/1995,27,A,302,29,1995,10
USGS,9503700,10/30/1995,27,A,303,30,1995,10
USGS,9503700,10/31/1995,28,A,304,31,1995,10
USGS,9503700,11/1/1995,28,A,305,32,1995,11
USGS,9503700,11/2/1995,28,A,306,33,1995,11
USGS,9503700,11/3/1995,28,A,307,34,1995,11
USGS,9503700,11/4/1995,28,A,308,35,1995,11
USGS,9503700,11/5/1995,28,A,309,36,1995,11
USGS,9503700,11/6/1995,28,A,310,37,1995,11
USGS,9503700,11/7/1995,28,A,311,38,1995,11
USGS,9503700,11/8/1995,28,A,312,39,1995,11
USGS,9503700,11/9/1995,28,A,313,40,1995,11
USGS,9503700,11/10/1995,28,A,314,41,1995,11
USGS,9503700,11/11/1995,28,A,315,42,1995,11
USGS,9503700,11/12/1995,28,A,316,43,1995,11
USGS,9503700,11/13/1995,28,A,317,44,1995,11
USGS,9503700,11/14/1995,28,A,318,45,1995,11
USGS,9503700,11/15/1995,28,A,319,46,1995,11
USGS,9503700,11/16/1995,28,A,320,47,1995,11
USGS,9503700,11/17/1995,28,A,321,48,1995,11
USGS,9503700,11/18/1995,28,A,322,49,1995,11
USGS,9503700,11/19/1995,28,A,323,50,1995,11
USGS,9503700,11/20/1995,28,A,324,51,1995,11
USGS,9503700,11/21/1995,28,A,325,52,1995,11
USGS,9503700,11/22/1995,28,A,326,53,1995,11
USGS,9503700,11/23/1995,28,A,327,54,1995,11
USGS,9503700,11/24/1995,28,A,328,55,1995,11
USGS,9503700,11/25/1995,28,A,329,56,1995,11
USGS,9503700,11/26/1995,28,A,330,57,1995,11
USGS,9503700,11/27/1995,27,A,331,58,1995,11
USGS,9503700,11/28/1995,28,A,332,59,1995,11
USGS,9503700,11/29/1995,28,A,333,60,1995,11
USGS,9503700,11/30/1995,28,A,334,61,1995,11
USGS,9503700,12/1/1995,28,A,335,62,1995,12
USGS,9503700,12/2/1995,28,A,336,63,1995,12
USGS,9503700,12/3/1995,28,A,337,64,1995,12
USGS,9503700,12/4/1995,28,A,338,65,1995,12
USGS,9503700,12/5/1995,28,A,339,66,1995,12
USGS,9503700,12/6/1995,28,A,340,67,1995,12
USGS,9503700,12/7/1995,28,A,341,68,1995,12
USGS,9503700,12/8/1995,28,A,342,69,1995,12
USGS,9503700,12/9/1995,28,A,343,70,1995,12
USGS,9503700,12/10/1995,28,A,344,71,1995,12
USGS,9503700,12/11/1995,28,A,345,72,1995,12
USGS,9503700,12/12/1995,28,A,346,73,1995,12
USGS,9503700,12/13/1995,28,A,347,74,1995,12
USGS,9503700,12/14/1995,28,A,348,75,1995,12
USGS,9503700,12/15/1995,28,A,349,76,1995,12
USGS,9503700,12/16/1995,28,A,350,77,1995,12
USGS,9503700,12/17/1995,28,A,351,78,1995,12
USGS,9503700,12/18/1995,28,A,352,79,1995,12
USGS,9503700,12/19/1995,28,A,353,80,1995,12
USGS,9503700,12/20/1995,28,A,354,81,1995,12
USGS,9503700,12/21/1995,28,A,355,82,1995,12
USGS,9503700,12/22/1995,28,A,356,83,1995,12
USGS,9503700,12/23/1995,28,A,357,84,1995,12
USGS,9503700,12/24/1995,28,A,358,85,1995,12
USGS,9503700,12/25/1995,28,A,359,86,1995,12
USGS,9503700,12/26/1995,28,A,360,87,1995,12
USGS,9503700,12/27/1995,28,A,361,88,1995,12
USGS,9503700,12/28/1995,28,A,362,89,1995,12
USGS,9503700,12/29/1995,28,A,363,90,1995,12
USGS,9503700,12/30/1995,28,A,364,91,1995,12
USGS,9503700,12/31/1995,28,A,365,92,1995,12
USGS,9503700,1/1/1996,28,A,1,93,1996,1
USGS,9503700,1/2/1996,28,A,2,94,1996,1
USGS,9503700,1/3/1996,28,A,3,95,1996,1
USGS,9503700,1/4/1996,28,A,4,96,1996,1
USGS,9503700,1/5/1996,28,A,5,97,1996,1
USGS,9503700,1/6/1996,28,A,6,98,1996,1
USGS,9503700,1/7/1996,28,A,7,99,1996,1
USGS,9503700,1/8/1996,28,A,8,100,1996,1
USGS,9503700,1/9/1996,28,A,9,101,1996,1
USGS,9503700,1/10/1996,27,A,10,102,1996,1
USGS,9503700,1/11/1996,27,A,11,103,1996,1
USGS,9503700,1/12/1996,27,A,12,104,1996,1
USGS,9503700,1/13/1996,27,A,13,105,1996,1
USGS,9503700,1/14/1996,27,A,14,106,1996,1
USGS,9503700,1/15/1996,27,A,15,107,1996,1
USGS,9503700,1/16/1996,27,A,16,108,1996,1
USGS,9503700,1/17/1996,27,A,17,109,1996,1
USGS,9503700,1/18/1996,27,A,18,110,1996,1
USGS,9503700,1/19/1996,27,A,19,111,1996,1
USGS,9503700,1/20/1996,27,A,20,112,1996,1
USGS,9503700,1/21/1996,27,A,21,113,1996,1
USGS,9503700,1/22/1996,28,A,22,114,1996,1
USGS,9503700,1/23/1996,27,A,23,115,1996,1
USGS,9503700,1/24/1996,27,A,24,116,1996,1
USGS,9503700,1/25/1996,27,A,25,117,1996,1
USGS,9503700,1/26/1996,27,A,26,118,1996,1
USGS,9503700,1/27/1996,27,A,27,119,1996,1
USGS,9503700,1/28/1996,27,A,28,120,1996,1
USGS,9503700,1/29/1996,27,A,29,121,1996,1
USGS,9503700,1/30/1996,27,A,30,122,1996,1
USGS,9503700,1/31/1996,27,A,31,123,1996,1
USGS,9503700,2/1/1996,28,A,32,124,1996,2
USGS,9503700,2/2/1996,27,A,33,125,1996,2
USGS,9503700,2/3/1996,27,A,34,126,1996,2
USGS,9503700,2/4/1996,27,A,35,127,1996,2
USGS,9503700,2/5/1996,27,A,36,128,1996,2
USGS,9503700,2/6/1996,27,A,37,129,1996,2
USGS,9503700,2/7/1996,28,A,38,130,1996,2
USGS,9503700,2/8/1996,27,A,39,131,1996,2
USGS,9503700,2/9/1996,27,A,40,132,1996,2
USGS,9503700,2/10/1996,28,A,41,133,1996,2
USGS,9503700,2/11/1996,28,A,42,134,1996,2
USGS,9503700,2/12/1996,28,A,43,135,1996,2
USGS,9503700,2/13/1996,28,A,44,136,1996,2
USGS,9503700,2/14/1996,27,A,45,137,1996,2
USGS,9503700,2/15/1996,28,A,46,138,1996,2
USGS,9503700,2/16/1996,28,A,47,139,1996,2
USGS,9503700,2/17/1996,28,A,48,140,1996,2
USGS,9503700,2/18/1996,28,A,49,141,1996,2
USGS,9503700,2/19/1996,28,A,50,142,1996,2
USGS,9503700,2/20/1996,28,A,51,143,1996,2
USGS,9503700,2/21/1996,28,A,52,144,1996,2
USGS,9503700,2/22/1996,28,A,53,145,1996,2
USGS,9503700,2/23/1996,28,A,54,146,1996,2
USGS,9503700,2/24/1996,28,A,55,147,1996,2
USGS,9503700,2/25/1996,28,A,56,148,1996,2
USGS,9503700,2/26/1996,29,A,57,149,1996,2
USGS,9503700,2/27/1996,28,A,58,150,1996,2
USGS,9503700,2/28/1996,28,A,59,151,1996,2
USGS,9503700,2/29/1996,28,A,60,152,1996,2
USGS,9503700,3/1/1996,28,A,61,153,1996,3
USGS,9503700,3/2/1996,28,A,62,154,1996,3
USGS,9503700,3/3/1996,28,A,63,155,1996,3
USGS,9503700,3/4/1996,28,A,64,156,1996,3
USGS,9503700,3/5/1996,28,A,65,157,1996,3
USGS,9503700,3/6/1996,28,A,66,158,1996,3
USGS,9503700,3/7/1996,28,A,67,159,1996,3
USGS,9503700,3/8/1996,28,A,68,160,1996,3
USGS,9503700,3/9/1996,28,A,69,161,1996,3
USGS,9503700,3/10/1996,27,A,70,162,1996,3
USGS,9503700,3/11/1996,27,A,71,163,1996,3
USGS,9503700,3/12/1996,27,A,72,164,1996,3
USGS,9503700,3/13/1996,28,A,73,165,1996,3
USGS,9503700,3/14/1996,28,A,74,166,1996,3
USGS,9503700,3/15/1996,27,A,75,167,1996,3
USGS,9503700,3/16/1996,27,A,76,168,1996,3
USGS,9503700,3/17/1996,27,A,77,169,1996,3
USGS,9503700,3/18/1996,27,A,78,170,1996,3
USGS,9503700,3/19/1996,27,A,79,171,1996,3
USGS,9503700,3/20/1996,27,A,80,172,1996,3
USGS,9503700,3/21/1996,27,A,81,173,1996,3
USGS,9503700,3/22/1996,26,A,82,174,1996,3
USGS,9503700,3/23/1996,26,A,83,175,1996,3
USGS,9503700,3/24/1996,26,A,84,176,1996,3
USGS,9503700,3/25/1996,27,A,85,177,1996,3
USGS,9503700,3/26/1996,27,A,86,178,1996,3
USGS,9503700,3/27/1996,27,A,87,179,1996,3
USGS,9503700,3/28/1996,27,A,88,180,1996,3
USGS,9503700,3/29/1996,27,A,89,181,1996,3
USGS,9503700,3/30/1996,27,A,90,182,1996,3
USGS,9503700,3/31/1996,27,A,91,183,1996,3
USGS,9503700,4/1/1996,27,A,92,184,1996,4
USGS,9503700,4/2/1996,27,A,93,185,1996,4
USGS,9503700,4/3/1996,27,A,94,186,1996,4
USGS,9503700,4/4/1996,27,A,95,187,1996,4
USGS,9503700,4/5/1996,27,A,96,188,1996,4
USGS,9503700,4/6/1996,27,A,97,189,1996,4
USGS,9503700,4/7/1996,27,A,98,190,1996,4
USGS,9503700,4/8/1996,27,A,99,191,1996,4
USGS,9503700,4/9/1996,27,A,100,192,1996,4
USGS,9503700,4/10/1996,27,A,101,193,1996,4
USGS,9503700,4/11/1996,27,A,102,194,1996,4
USGS,9503700,4/12/1996,27,A,103,195,1996,4
USGS,9503700,4/13/1996,27,A,104,196,1996,4
USGS,9503700,4/14/1996,27,A,105,197,1996,4
USGS,9503700,4/15/1996,27,A,106,198,1996,4
USGS,9503700,4/16/1996,27,A,107,199,1996,4
USGS,9503700,4/17/1996,26,A,108,200,1996,4
USGS,9503700,4/18/1996,26,A,109,201,1996,4
USGS,9503700,4/19/1996,26,A,110,202,1996,4
USGS,9503700,4/20/1996,26,A,111,203,1996,4
USGS,9503700,4/21/1996,26,A,112,204,1996,4
USGS,9503700,4/22/1996,26,A,113,205,1996,4
USGS,9503700,4/23/1996,26,A,114,206,1996,4
USGS,9503700,4/24/1996,27,A,115,207,1996,4
USGS,9503700,4/25/1996,26,A,116,208,1996,4
USGS,9503700,4/26/1996,26,A,117,209,1996,4
USGS,9503700,4/27/1996,26,A,118,210,1996,4
USGS,9503700,4/28/1996,26,A,119,211,1996,4
USGS,9503700,4/29/1996,26,A,120,212,1996,4
USGS,9503700,4/30/1996,26,A,121,213,1996,4
USGS,9503700,5/1/1996,26,A,122,214,1996,5
USGS,9503700,5/2/1996,26,A,123,215,1996,5
USGS,9503700,5/3/1996,26,A,124,216,1996,5
USGS,9503700,5/4/1996,26,A,125,217,1996,5
USGS,9503700,5/5/1996,26,A,126,218,1996,5
USGS,9503700,5/6/1996,26,A,127,219,1996,5
USGS,9503700,5/7/1996,26,A,128,220,1996,5
USGS,9503700,5/8/1996,26,A,129,221,1996,5
USGS,9503700,5/9/1996,26,A,130,222,1996,5
USGS,9503700,5/10/1996,26,A,131,223,1996,5
USGS,9503700,5/11/1996,26,A,132,224,1996,5
USGS,9503700,5/12/1996,26,A,133,225,1996,5
USGS,9503700,5/13/1996,26,A,134,226,1996,5
USGS,9503700,5/14/1996,26,A,135,227,1996,5
USGS,9503700,5/15/1996,26,A,136,228,1996,5
USGS,9503700,5/16/1996,25,A,137,229,1996,5
USGS,9503700,5/17/1996,25,A,138,230,1996,5
USGS,9503700,5/18/1996,25,A,139,231,1996,5
USGS,9503700,5/19/1996,25,A,140,232,1996,5
USGS,9503700,5/20/1996,25,A,141,233,1996,5
USGS,9503700,5/21/1996,25,A,142,234,1996,5
USGS,9503700,5/22/1996,25,A,143,235,1996,5
USGS,9503700,5/23/1996,25,A,144,236,1996,5
USGS,9503700,5/24/1996,26,A,145,237,1996,5
USGS,9503700,5/25/1996,26,A,146,238,1996,5
USGS,9503700,5/26/1996,26,A,147,239,1996,5
USGS,9503700,5/27/1996,26,A,148,240,1996,5
USGS,9503700,5/28/1996,26,A,149,241,1996,5
USGS,9503700,5/29/1996,26,A,150,242,1996,5
USGS,9503700,5/30/1996,26,A,151,243,1996,5
USGS,9503700,5/31/1996,26,A,152,244,1996,5
USGS,9503700,6/1/1996,26,A,153,245,1996,6
USGS,9503700,6/2/1996,26,A,154,246,1996,6
USGS,9503700,6/3/1996,26,A,155,247,1996,6
USGS,9503700,6/4/1996,25,A,156,248,1996,6
USGS,9503700,6/5/1996,25,A,157,249,1996,6
USGS,9503700,6/6/1996,25,A,158,250,1996,6
USGS,9503700,6/7/1996,25,A,159,251,1996,6
USGS,9503700,6/8/1996,25,A,160,252,1996,6
USGS,9503700,6/9/1996,25,A,161,253,1996,6
USGS,9503700,6/10/1996,25,A,162,254,1996,6
USGS,9503700,6/11/1996,26,A,163,255,1996,6
USGS,9503700,6/12/1996,26,A,164,256,1996,6
USGS,9503700,6/13/1996,26,A,165,257,1996,6
USGS,9503700,6/14/1996,26,A,166,258,1996,6
USGS,9503700,6/15/1996,26,A,167,259,1996,6
USGS,9503700,6/16/1996,26,A,168,260,1996,6
USGS,9503700,6/17/1996,25,A,169,261,1996,6
USGS,9503700,6/18/1996,25,A,170,262,1996,6
USGS,9503700,6/19/1996,25,A,171,263,1996,6
USGS,9503700,6/20/1996,25,A,172,264,1996,6
USGS,9503700,6/21/1996,25,A,173,265,1996,6
USGS,9503700,6/22/1996,25,A,174,266,1996,6
USGS,9503700,6/23/1996,25,A,175,267,1996,6
USGS,9503700,6/24/1996,25,A,176,268,1996,6
USGS,9503700,6/25/1996,25,A,177,269,1996,6
USGS,9503700,6/26/1996,25,A,178,270,1996,6
USGS,9503700,6/27/1996,26,A,179,271,1996,6
USGS,9503700,6/28/1996,26,A,180,272,1996,6
USGS,9503700,6/29/1996,26,A,181,273,1996,6
USGS,9503700,6/30/1996,26,A,182,274,1996,6
USGS,9503700,7/1/1996,26,A,183,275,1996,7
USGS,9503700,7/2/1996,26,A,184,276,1996,7
USGS,9503700,7/3/1996,26,A,185,277,1996,7
USGS,9503700,7/4/1996,26,A,186,278,1996,7
USGS,9503700,7/5/1996,26,A,187,279,1996,7
USGS,9503700,7/6/1996,26,A,188,280,1996,7
USGS,9503700,7/7/1996,26,A,189,281,1996,7
USGS,9503700,7/8/1996,26,A,190,282,1996,7
USGS,9503700,7/9/1996,27,A,191,283,1996,7
USGS,9503700,7/10/1996,28,A,192,284,1996,7
USGS,9503700,7/11/1996,35,A,193,285,1996,7
USGS,9503700,7/12/1996,29,A,194,286,1996,7
USGS,9503700,7/13/1996,28,A,195,287,1996,7
USGS,9503700,7/14/1996,27,A,196,288,1996,7
USGS,9503700,7/15/1996,138,A,197,289,1996,7
USGS,9503700,7/16/1996,183,A,198,290,1996,7
USGS,9503700,7/17/1996,72,A,199,291,1996,7
USGS,9503700,7/18/1996,30,A,200,292,1996,7
USGS,9503700,7/19/1996,27,A,201,293,1996,7
USGS,9503700,7/20/1996,26,A,202,294,1996,7
USGS,9503700,7/21/1996,25,A,203,295,1996,7
USGS,9503700,7/22/1996,25,A,204,296,1996,7
USGS,9503700,7/23/1996,25,A,205,297,1996,7
USGS,9503700,7/24/1996,24,A,206,298,1996,7
USGS,9503700,7/25/1996,24,A,207,299,1996,7
USGS,9503700,7/26/1996,24,A,208,300,1996,7
USGS,9503700,7/27/1996,25,A,209,301,1996,7
USGS,9503700,7/28/1996,26,A,210,302,1996,7
USGS,9503700,7/29/1996,24,A,211,303,1996,7
USGS,9503700,7/30/1996,24,A,212,304,1996,7
USGS,9503700,7/31/1996,24,A,213,305,1996,7
USGS,9503700,8/1/1996,24,A:e,214,306,1996,8
USGS,9503700,8/2/1996,25,A:e,215,307,1996,8
USGS,9503700,8/3/1996,24,A,216,308,1996,8
USGS,9503700,8/4/1996,24,A,217,309,1996,8
USGS,9503700,8/5/1996,24,A,218,310,1996,8
USGS,9503700,8/6/1996,24,A,219,311,1996,8
USGS,9503700,8/7/1996,24,A,220,312,1996,8
USGS,9503700,8/8/1996,24,A,221,313,1996,8
USGS,9503700,8/9/1996,24,A,222,314,1996,8
USGS,9503700,8/10/1996,24,A,223,315,1996,8
USGS,9503700,8/11/1996,24,A,224,316,1996,8
USGS,9503700,8/12/1996,25,A,225,317,1996,8
USGS,9503700,8/13/1996,24,A,226,318,1996,8
USGS,9503700,8/14/1996,24,A,227,319,1996,8
USGS,9503700,8/15/1996,24,A,228,320,1996,8
USGS,9503700,8/16/1996,24,A,229,321,1996,8
USGS,9503700,8/17/1996,24,A,230,322,1996,8
USGS,9503700,8/18/1996,24,A,231,323,1996,8
USGS,9503700,8/19/1996,24,A,232,324,1996,8
USGS,9503700,8/20/1996,24,A,233,325,1996,8
USGS,9503700,8/21/1996,24,A,234,326,1996,8
USGS,9503700,8/22/1996,24,A,235,327,1996,8
USGS,9503700,8/23/1996,24,A,236,328,1996,8
USGS,9503700,8/24/1996,24,A,237,329,1996,8
USGS,9503700,8/25/1996,24,A,238,330,1996,8
USGS,9503700,8/26/1996,24,A,239,331,1996,8
USGS,9503700,8/27/1996,24,A,240,332,1996,8
USGS,9503700,8/28/1996,24,A,241,333,1996,8
USGS,9503700,8/29/1996,24,A,242,334,1996,8
USGS,9503700,8/30/1996,24,A,243,335,1996,8
USGS,9503700,8/31/1996,24,A,244,336,1996,8
USGS,9503700,9/1/1996,24,A,245,337,1996,9
USGS,9503700,9/2/1996,24,A,246,338,1996,9
USGS,9503700,9/3/1996,24,A,247,339,1996,9
USGS,9503700,9/4/1996,24,A,248,340,1996,9
USGS,9503700,9/5/1996,26,A,249,341,1996,9
USGS,9503700,9/6/1996,29,A,250,342,1996,9
USGS,9503700,9/7/1996,26,A,251,343,1996,9
USGS,9503700,9/8/1996,25,A,252,344,1996,9
USGS,9503700,9/9/1996,25,A,253,345,1996,9
USGS,9503700,9/10/1996,25,A,254,346,1996,9
USGS,9503700,9/11/1996,25,A,255,347,1996,9
USGS,9503700,9/12/1996,25,A,256,348,1996,9
USGS,9503700,9/13/1996,25,A,257,349,1996,9
USGS,9503700,9/14/1996,25,A,258,350,1996,9
USGS,9503700,9/15/1996,25,A,259,351,1996,9
USGS,9503700,9/16/1996,25,A,260,352,1996,9
USGS,9503700,9/17/1996,25,A,261,353,1996,9
USGS,9503700,9/18/1996,25,A,262,354,1996,9
USGS,9503700,9/19/1996,25,A,263,355,1996,9
USGS,9503700,9/20/1996,24,A,264,356,1996,9
USGS,9503700,9/21/1996,24,A,265,357,1996,9
USGS,9503700,9/22/1996,24,A,266,358,1996,9
USGS,9503700,9/23/1996,24,A,267,359,1996,9
USGS,9503700,9/24/1996,24,A,268,360,1996,9
USGS,9503700,9/25/1996,25,A,269,361,1996,9
USGS,9503700,9/26/1996,24,A,270,362,1996,9
USGS,9503700,9/27/1996,24,A,271,363,1996,9
USGS,9503700,9/28/1996,24,A,272,364,1996,9
USGS,9503700,9/29/1996,24,A,273,365,1996,9
USGS,9503700,9/30/1996,25,A,274,366,1996,9
USGS,9503700,10/1/1996,24,A,275,1,1996,10
USGS,9503700,10/2/1996,25,A,276,2,1996,10
USGS,9503700,10/3/1996,25,A,277,3,1996,10
USGS,9503700,10/4/1996,25,A,278,4,1996,10
USGS,9503700,10/5/1996,25,A,279,5,1996,10
USGS,9503700,10/6/1996,25,A,280,6,1996,10
USGS,9503700,10/7/1996,24,A,281,7,1996,10
USGS,9503700,10/8/1996,24,A,282,8,1996,10
USGS,9503700,10/9/1996,24,A,283,9,1996,10
USGS,9503700,10/10/1996,24,A,284,10,1996,10
USGS,9503700,10/11/1996,25,A,285,11,1996,10
USGS,9503700,10/12/1996,25,A,286,12,1996,10
USGS,9503700,10/13/1996,25,A,287,13,1996,10
USGS,9503700,10/14/1996,25,A,288,14,1996,10
USGS,9503700,10/15/1996,25,A,289,15,1996,10
USGS,9503700,10/16/1996,25,A,290,16,1996,10
USGS,9503700,10/17/1996,25,A,291,17,1996,10
USGS,9503700,10/18/1996,25,A,292,18,1996,10
USGS,9503700,10/19/1996,25,A,293,19,1996,10
USGS,9503700,10/20/1996,25,A,294,20,1996,10
USGS,9503700,10/21/1996,25,A,295,21,1996,10
USGS,9503700,10/22/1996,26,A,296,22,1996,10
USGS,9503700,10/23/1996,26,A,297,23,1996,10
USGS,9503700,10/24/1996,26,A,298,24,1996,10
USGS,9503700,10/25/1996,26,A,299,25,1996,10
USGS,9503700,10/26/1996,26,A,300,26,1996,10
USGS,9503700,10/27/1996,26,A,301,27,1996,10
USGS,9503700,10/28/1996,26,A,302,28,1996,10
USGS,9503700,10/29/1996,26,A,303,29,1996,10
USGS,9503700,10/30/1996,26,A,304,30,1996,10
USGS,9503700,10/31/1996,26,A,305,31,1996,10
USGS,9503700,11/1/1996,26,A,306,32,1996,11
USGS,9503700,11/2/1996,26,A,307,33,1996,11
USGS,9503700,11/3/1996,26,A,308,34,1996,11
USGS,9503700,11/4/1996,26,A,309,35,1996,11
USGS,9503700,11/5/1996,26,A,310,36,1996,11
USGS,9503700,11/6/1996,26,A,311,37,1996,11
USGS,9503700,11/7/1996,26,A,312,38,1996,11
USGS,9503700,11/8/1996,26,A,313,39,1996,11
USGS,9503700,11/9/1996,26,A,314,40,1996,11
USGS,9503700,11/10/1996,26,A,315,41,1996,11
USGS,9503700,11/11/1996,26,A,316,42,1996,11
USGS,9503700,11/12/1996,26,A,317,43,1996,11
USGS,9503700,11/13/1996,26,A,318,44,1996,11
USGS,9503700,11/14/1996,26,A,319,45,1996,11
USGS,9503700,11/15/1996,26,A,320,46,1996,11
USGS,9503700,11/16/1996,27,A,321,47,1996,11
USGS,9503700,11/17/1996,26,A,322,48,1996,11
USGS,9503700,11/18/1996,26,A,323,49,1996,11
USGS,9503700,11/19/1996,26,A,324,50,1996,11
USGS,9503700,11/20/1996,26,A,325,51,1996,11
USGS,9503700,11/21/1996,26,A,326,52,1996,11
USGS,9503700,11/22/1996,28,A,327,53,1996,11
USGS,9503700,11/23/1996,27,A,328,54,1996,11
USGS,9503700,11/24/1996,26,A,329,55,1996,11
USGS,9503700,11/25/1996,26,A,330,56,1996,11
USGS,9503700,11/26/1996,26,A,331,57,1996,11
USGS,9503700,11/27/1996,26,A,332,58,1996,11
USGS,9503700,11/28/1996,26,A,333,59,1996,11
USGS,9503700,11/29/1996,26,A,334,60,1996,11
USGS,9503700,11/30/1996,26,A,335,61,1996,11
USGS,9503700,12/1/1996,26,A,336,62,1996,12
USGS,9503700,12/2/1996,26,A,337,63,1996,12
USGS,9503700,12/3/1996,26,A,338,64,1996,12
USGS,9503700,12/4/1996,26,A,339,65,1996,12
USGS,9503700,12/5/1996,26,A,340,66,1996,12
USGS,9503700,12/6/1996,26,A,341,67,1996,12
USGS,9503700,12/7/1996,26,A,342,68,1996,12
USGS,9503700,12/8/1996,26,A,343,69,1996,12
USGS,9503700,12/9/1996,26,A,344,70,1996,12
USGS,9503700,12/10/1996,26,A,345,71,1996,12
USGS,9503700,12/11/1996,26,A,346,72,1996,12
USGS,9503700,12/12/1996,26,A,347,73,1996,12
USGS,9503700,12/13/1996,26,A,348,74,1996,12
USGS,9503700,12/14/1996,26,A,349,75,1996,12
